project_key	ทำเล	สถานี
the stage taopoon interchange เดอะ สเตจ เตาปูน - อินเตอร์เชนจ์		MRT เตาปูน
romm convent รมย์ คอนแวนต์		BTS ศาลาแดง/เหมือนห้องตัวอย่าง
ทาวน์โฮม แบริ่ง 68	แบริ่ง	BTS แบริ่ง
wind ratchayothin วินด์ รัชโยธิน	รัชโยธิน	BTS รัชโยธิน, BTS สะพานควาย, MRT พหลโยธิน
origin courtyard thonglor ออริจิ้น คอร์ทยาร์ด ทองหล่อ	ทองหล่อ, เอกมัย	BTS ทองหล่อ, BTS เอกมัย
บ้านเดี่ยว สุขุมวิท 4	นานา, สุขุมวิท	BTS นานา
baan siri sukhumvit 10 บ้าน สิริ สุขุมวิท 10	นานา, สุขุมวิท	BTS นานา
kiarti thanee city mansion เกียรติธานี ซิตี้แมนชั่น		MRT เพชรบุรี
penthouse condominium 2 เพนท์เฮ้าส์ คอนโดมิเนียม 2		BTS สุขุมวิท
cbd+ sukhumvit/asoke/nana	อโศก, สุขุมวิท, นานา	BTS อโศก, MRT สุขุมวิท
the silk phaholyothin - aree 2 เดอะ ซิลค์ พหลโยธิน - อารีย์ 2	พหลโยธิน, อารีย์	MRT พหลโยธิน, BTS ห้าแยกลาดพร้าว
ตึกแถว 4 ชั้น เยาวราช		MRT สามยอด
บ้านเดี่ยว สุขุมวิท 67	พระโขนง, สุขุมวิท	BTS พระโขนง
the ritz - carlton residences at mahanakhon เดอะ ริซท์ - คาร์ลตัน เรสซิเดนเซส แอท มหานคร	สาทร	BTS ช่องนนทรี
ตึกแถว สุขุมวิท 36	พร้อมพงษ์, สุขุมวิท, ทองหล่อ	BTS พร้อมพงษ์, BTS ทองหล่อ
saichol mansion สายชล แมนชั่น		BTS กรุงธนบุรี
na vara residence ณ วรา เรสซิเดนซ์	ชิดลม	BTS ชิดลม
manthana onnut–wongwaen 2 : มัณฑนา อ่อนนุช-วงแหวน 2	อ่อนนุช, พระโขนง, บางจาก	BTS อ่อนนุช, BTS พระโขนง, BTS บางจาก
ที่ดิน พระราม 9	พระราม 9, มักกะสัน	MRT พระราม 9, ARL มักกะสัน
the fah aree เดอะ ฟ้า อารีย์	อารีย์	BTS อารีย์
cj premium sukhumvit 36 ซีเจ พรีเมี่ยม สุขุมวิท 36	พร้อมพงษ์, สุขุมวิท, ทองหล่อ	BTS พร้อมพงษ์, BTS ทองหล่อ
ทาวน์เฮาส์ ศูนย์วัฒนธรรม		MRT ศูนย์วัฒนธรรมแห่งประเทศไทย
home office 3 ชั้น อ่อนนุช-บางจาก	อ่อนนุช, พระโขนง, บางจาก	BTS อ่อนนุช, BTS พระโขนง, BTS บางจาก
sindhorn tonson สินธร ต้นสน	ชิดลม	BTS ชิดลม
the kris extra 5 เดอะคริส เอ็กซ์ตร้า 5		MRT สุทธิสาร
feel ratchada 36 ฟีล รัชดา 36	รัชดา, ห้วยขวาง	MRT ห้วยขวาง, MRT รัชดาภิเษก, MRT สุทธิสาร
urbitia thonglor เออร์บิเทีย ทองหล่อ	ทองหล่อ, เอกมัย	BTS ทองหล่อ, BTS เอกมัย
four seasons private residence bangkok โฟร์ซีซั่นส์ ไพรเวท เรสซิเด้นซ์ บางกอก		BTS สะพานตากสิน
icon ll ไอคอน 2	ทองหล่อ	BTS ทองหล่อ
บ้านเช่า pet friendly		BTS สนามกีฬาแห่งชาติ
6th avenue sukhumvit 15 6 อเวนิว สุขุมวิท 15	อโศก, สุขุมวิท	BTS อโศก, MRT สุขุมวิท
p residence thonglor 23 พี เรสสิเด้นซ์ ทองหล่อ 23	ทองหล่อ, เอกมัย	BTS ทองหล่อ, BTS เอกมัย
centurion park เซ็นจูเรียน ปาร์ค	อารีย์	BTS อารีย์
supalai oriental place sathorn - suanplu ศุภาลัย โอเรียนทัล เพลส สาทร - สวนพลู	สาทร, ลุมพินี	BTS ช่องนนทรี, BTS สุรศักดิ์, MRT ลุมพินี
emporium suites by chatrium เอ็มโพเรียม สวีท บาย ชาเทรียม	พร้อมพงษ์	BTS พร้อมพงษ์
624 condolette ratchada 36 624 คอนโดเลต รัชดา 36	รัชดา, ห้วยขวาง	MRT ห้วยขวาง, MRT รัชดาภิเษก, MRT สุทธิสาร
metris pattanakarn - ekkamai เมทริส พัฒนาการ - เอกมัย	เอกมัย, ทองหล่อ	BTS เอกมัย, BTS ทองหล่อ
noble thara phatthanakan village โนเบิล ทารา พัฒนาการ		MRT พัฒนาการ
supalai lite ratchada - naradhiwas - sathon ศุภาลัย ไลท์ รัชดาฯ - นราธิวาส - สาทร	รัชดา, สาทร, ห้วยขวาง	MRT ห้วยขวาง, MRT รัชดาภิเษก, MRT สุทธิสาร
the origin ladprao - bangkapi ดิ ออริจิ้น ลาดพร้าว - บางกะปิ	ลาดพร้าว	MRT ลาดพร้าว, BTS ห้าแยกลาดพร้าว
centric place ari 4 - phaholyothin เซ็นทริค เพลส อารีย์ 4 - พหลโยธิน	อารีย์	BTS อารีย์, BTS สะพานควาย
ramada residence by siamese asset รามาดา เรสซิเดนซ์ สุขุมวิท 87 บาย ไซมิส แอสเสท	สยาม, ปทุมวัน, บางจาก, สุขุมวิท, ชิดลม	BTS สยาม, BTS ราชเทวี, BTS ชิดลม
vanicha park langsuan วนิชา พาร์ค หลังสวน	ชิดลม, หลังสวน	BTS ชิดลม
destiny @ 55 เดสตินี แอท 55	ทองหล่อ	BTS ทองหล่อ
hyde sukhumvit 11 ไฮด์ สุขุมวิท 11	อโศก, สุขุมวิท	BTS อโศก, MRT สุขุมวิท
the bangkok sukhumvit 43 เดอะ บางกอก สุขุมวิท 43	พร้อมพงษ์, สุขุมวิท, ทองหล่อ	BTS พร้อมพงษ์, BTS ทองหล่อ
lake green เลค กรีน	นานา	BTS นานา
narasiri bangna นาราสิริ บางนา	บางนา, แบริ่ง	BTS บางนา, BTS แบริ่ง, MRT ศรีเอี่ยม
the residences at mandarin oriental bangkok เดอะ เรสซิเดนซ์ แอท แมนดาริน โอเรียนเต็ล กรุงเทพ		BTS เจริญนคร
townhome bangchak	บางจาก	BTS บางจาก
โซล เอกมัย-ลาดพร้าว soul ekamai-ladprao	เอกมัย, ลาดพร้าว, ทองหล่อ	BTS เอกมัย, BTS ทองหล่อ
อาคารพาณิชย์ สุขุมวิท 21	อโศก, สุขุมวิท	BTS อโศก, MRT สุขุมวิท
amanta lumpini อมันตา ลุมพินี	ลุมพินี, สีลม	MRT ลุมพินี, BTS ศาลาแดง
issara@42 sukhumvit อิสสระ แอท 42 สุขุมวิท	อโศก, เอกมัย, สุขุมวิท	MRT สุขุมวิท, BTS เอกมัย
ascott sathorn แอสคอทท์ สาธร	สาทร, ลุมพินี	BTS ช่องนนทรี, BTS สุรศักดิ์, MRT ลุมพินี
leon sukhumvit 62 ลีออง สุขุมวิท 62	เอกมัย, สุขุมวิท, ทองหล่อ	BTS เอกมัย, BTS ทองหล่อ
perfect masterpiece sukhumvit 77 เพอร์เฟค มาสเตอร์พีซ สุขุมวิท 77	อ่อนนุช, สุขุมวิท, พระโขนง, บางจาก	BTS อ่อนนุช, BTS พระโขนง, BTS บางจาก
